IDENTIFIER	log2FoldChange	baseMean	lfcSE	stat	pvalue	padj	GO	arabidopsis	rice
bradi1g10347.1|pacid:21820789	-1.920260021	20.40672511	0.386303146	-4.970863009	6.67E-07	7.95E-06	"GO:0004553,GO:0005975"	O-Glycosyl hydrolases family 17 protein	"glycosyl hydrolases family 17, putative, expressed"
bradi1g10410.1|pacid:21815472	-1.527609427	6.530442975	0.458241148	-3.333636521	0.000857186	0.004407012		Actin cross-linking protein	expressed protein
bradi1g10470.1|pacid:21818274	1.434695473	8.990032085	0.388696152	3.691046248	0.000223334	0.001386649	GO:0003677	myb domain protein 52	"MYB family transcription factor, putative, expressed"
bradi1g10540.1|pacid:21814988	-2.378480071	1760.693749	0.163285352	-14.56640194	4.59E-48	2.33E-45		alpha/beta-Hydrolases superfamily protein	"hydrolase, alpha/beta fold family domain containing protein, expressed"
bradi1g10640.1|pacid:21818753	-1.571900159	2349.201315	0.34696377	-4.53044466	5.89E-06	5.71E-05		Protein of unknown function (DUF760)	expressed protein
bradi1g10840.1|pacid:21819432	-1.259412154	26.3775213	0.319851593	-3.937489079	8.23E-05	0.000581675	"GO:0016758,GO:0008152"	UDP-Glycosyltransferase superfamily protein	"anthocyanidin 3-O-glucosyltransferase, putative, expressed"
bradi1g10890.1|pacid:21821987	-1.388114903	0.610499096	0.563574023	-2.463056929	0.013775804	0.043152963	"GO:0004553,GO:0005975"	B-S glucosidase 44	"Os3bglu7 - beta-glucosidase, exo-beta-glucanse, expressed"
bradi1g10930.1|pacid:21816408	-1.486529444	51.29633772	0.367277317	-4.047430576	5.18E-05	0.000387596	"GO:0004553,GO:0005975"	B-S glucosidase 44	"Os3bglu7 - beta-glucosidase, exo-beta-glucanse, expressed"
bradi1g11020.1|pacid:21818385	1.038575872	40.64014831	0.242850194	4.27661126	1.90E-05	0.000159926	"GO:0004672,GO:0005524,GO:0006468"	putative protein kinase 1	"protein kinase family protein, putative, expressed"
bradi1g11050.1|pacid:21818620	-1.443341378	52.20280924	0.488026415	-2.957506671	0.00310138	0.012911843		Protein of unknown function (DUF3049)	expressed protein
bradi1g11220.3|pacid:21817359	-1.239720369	325.6468413	0.423569663	-2.926839382	0.003424257	0.013984684		"microsomal glutathione s-transferase, putative"	"microsomal glutathione S-transferase 3, putative, expressed"
bradi1g11250.1|pacid:21823189	-2.233355571	136.8487023	0.41130008	-5.42999061	5.64E-08	8.33E-07		Regulator of Vps4 activity in the MVB pathway protein	"DUF292 domain containing protein, expressed"
bradi1g11310.1|pacid:21822763	1.444841153	2504.673901	0.299566041	4.823113961	1.41E-06	1.57E-05	"GO:0008270,GO:0005622,GO:0005515"	B-box type zinc finger protein with CCT domain	"CCT/B-box zinc finger protein, putative, expressed"
bradi1g11580.1|pacid:21815012	-1.736972137	66.33235649	0.204240737	-8.504533258	1.82E-17	1.05E-15	GO:0016021	GNS1/SUR4 membrane protein family	"elongation of fatty acids protein 2, putative, expressed"
bradi1g11590.1|pacid:21821156	-2.206562293	97.57790364	0.227970029	-9.679177122	3.70E-22	3.41E-20			
bradi1g11620.1|pacid:21816497	2.837965171	726.9383771	0.195335298	14.52868578	7.97E-48	3.93E-45		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	"phosphatase, putative, expressed"
bradi1g11650.1|pacid:21821308	1.598241591	5.279785803	0.524832992	3.045238419	0.002324959	0.010168412	"GO:0005215,GO:0006810,GO:0016020"	NRAMP metal ion transporter family protein	"ethylene-insensitive protein, putative, expressed"
bradi1g11660.1|pacid:21815291	1.308484794	81.16231424	0.217070927	6.027913616	1.66E-09	3.31E-08	"GO:0005215,GO:0006810,GO:0016020"	NRAMP metal ion transporter family protein	"ethylene-insensitive protein, putative, expressed"
bradi1g11710.1|pacid:21820777	3.124937718	1708.615599	0.288486662	10.832174	2.42E-27	3.39E-25			expressed protein
bradi1g11760.1|pacid:21815393	-1.524969965	25.92342781	0.380970563	-4.002855115	6.26E-05	0.000456657	"GO:0005515,GO:0003676,GO:0008270"	CCCH-type zinc finger protein with ARM repeat domain	"zinc finger family protein, putative, expressed"
bradi1g11780.1|pacid:21818087	-1.250052346	21.71677982	0.232799595	-5.369650014	7.89E-08	1.13E-06		ABC2 homolog 9	"ABC1 family domain containing protein, putative, expressed"
bradi1g11850.1|pacid:21822059	-1.850736543	3.335674426	0.547517778	-3.380230956	0.000724249	0.003796875	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 71, subfamily B, polypeptide 37"	"cytochrome P450, putative, expressed"
bradi1g12000.1|pacid:21821334	-1.467290077	96.8502602	0.269522167	-5.444042295	5.21E-08	7.78E-07	"GO:0005529,GO:0008378,GO:0006486,GO:0016020"	Galactosyltransferase family protein	"galactosyltransferase family protein, putative, expressed"
bradi1g12200.1|pacid:21822622	-1.191913083	216.3291117	0.241508736	-4.935279377	8.00E-07	9.41E-06		5\'-AMP-activated protein kinase-related	"5-AMP-activated protein kinase-related, putative, expressed"
bradi1g12267.1|pacid:21823363	1.21553178	14.47725578	0.312954117	3.884057485	0.000102728	0.000707727	GO:0016788		expressed protein
bradi1g12580.1|pacid:21816904	-3.811082433	15.54325663	0.438803639	-8.685165968	3.78E-18	2.43E-16		VQ motif-containing protein	"VQ domain containing protein, putative, expressed"
bradi1g12720.1|pacid:21821035	-1.461681258	2.715657027	0.553952966	-2.638637839	0.008323985	0.028800048			expressed protein
bradi1g12760.1|pacid:21823740	1.945276541	8.307305782	0.480882153	4.045225069	5.23E-05	0.000390819		basic helix-loop-helix (bHLH) DNA-binding superfamily protein	"helix-loop-helix DNA-binding protein, putative, expressed"
bradi1g12787.1|pacid:21821985	1.578493568	8152.746898	0.255213911	6.184982468	6.21E-10	1.33E-08	GO:0003676	"cold, circadian rhythm, and RNA binding 1"	"RNA recognition motif containing protein, expressed"
bradi1g12810.1|pacid:21822089	-1.33406563	159.2644824	0.315021018	-4.234846423	2.29E-05	0.000188565	"GO:0004553,GO:0005975"	O-Glycosyl hydrolases family 17 protein	"glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
bradi1g12850.1|pacid:21822841	1.266635367	39.86955861	0.403471897	3.139339759	0.00169329	0.007801624		SBP (S-ribonuclease binding protein) family protein	"protein binding protein, putative, expressed"
bradi1g12950.1|pacid:21815696	1.33846348	5.96458167	0.449377017	2.978486724	0.002896756	0.012186942		Protein of unknown function (DUF1677)	expressed protein
bradi1g13047.2|pacid:21820829	1.095862752	39.13759698	0.44304206	2.473495974	0.013379831	0.042190241		CVP2 like 1	"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
bradi1g13060.1|pacid:21823556	-1.349080116	8.018203235	0.51029579	-2.643721823	0.008200002	0.028474953		osmotin 34	"thaumatin, putative, expressed"
bradi1g13097.1|pacid:21818958	1.254204094	13.71490881	0.437307485	2.86801424	0.004130569	0.016276538			expressed protein
bradi1g13232.1|pacid:21819059	-1.518459096	226.2982056	0.403364151	-3.76448698	0.000166891	0.001076504	"GO:0004553,GO:0005975"	O-Glycosyl hydrolases family 17 protein	"glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
bradi1g13240.1|pacid:21820676	-3.07460345	32.04872465	0.429686783	-7.155452704	8.34E-13	2.72E-11	"GO:0055085,GO:0016021"	calcium exchanger 7	"sodium/calcium exchanger protein, putative, expressed"
bradi1g13320.1|pacid:21820236	-2.696924142	2.826191694	0.557526891	-4.837298768	1.32E-06	1.48E-05	"GO:0005515,GO:0005198"	Ankyrin repeat family protein	"ankyrin repeat domain-containing protein 50, putative, expressed"
bradi1g13330.2|pacid:21821615	-1.017230118	3599.478623	0.233853032	-4.349869277	1.36E-05	0.000119444		dehydrin family protein	"dehydrin, putative, expressed"
bradi1g13460.1|pacid:21819778	-1.838593135	3.673831163	0.529286402	-3.473720708	0.000513295	0.002837932	GO:0005515	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein	"anthranilate phosphoribosyltransferase, putative, expressed"
bradi1g13700.1|pacid:21822030	-1.332606693	1.994234657	0.554084259	-2.405061454	0.016169746	0.048894373		GCK domain-containing protein	expressed protein
bradi1g13730.1|pacid:21815781	1.362796514	3.294995708	0.514851887	2.646968087	0.008121702	0.028238256	GO:0016747	HXXXD-type acyl-transferase family protein	"transferase family protein, putative, expressed"
bradi1g13760.1|pacid:21820124	-2.379732079	60.43533709	0.371423753	-6.407054104	1.48E-10	3.46E-09		nine-cis-epoxycarotenoid dioxygenase 9	"9-cis-epoxycarotenoid dioxygenase 1, chloroplast precursor, putative, expressed"
bradi1g13827.1|pacid:21820546	1.250529656	217.5014322	0.237473634	5.265972626	1.39E-07	1.92E-06	"GO:0030170,GO:0009058,GO:0008483,GO:0016740"	ornithine-delta-aminotransferase	"aminotransferase, putative, expressed"
bradi1g14050.1|pacid:21820957	1.871023475	18.27589328	0.289197192	6.469715218	9.82E-11	2.35E-09	GO:0005515	Leucine-rich repeat (LRR) family protein	"uncharacterized protein At4g06744 precursor, putative, expressed"
bradi1g14060.1|pacid:21818756	-1.717784736	16.02881212	0.45554007	-3.770875161	0.000162676	0.001052754	"GO:0004672,GO:0005524,GO:0006468,GO:0048544,GO:0005529"	receptor kinase 3	"serine/threonine-protein kinase receptor precursor, putative, expressed"
bradi1g14160.1|pacid:21823127	1.831594318	23.79084656	0.351561075	5.209889407	1.89E-07	2.53E-06		Pentatricopeptide repeat (PPR-like) superfamily protein	"pentatricopeptide, putative, expressed"
bradi1g14170.1|pacid:21816089	4.360984687	1884.520765	0.24020713	18.15510091	1.17E-73	1.78E-70		Dormancy/auxin associated family protein	"auxin-repressed protein, putative, expressed"
bradi1g14307.1|pacid:21815595	1.23593097	24.13806127	0.31630084	3.907453965	9.33E-05	0.000650084	"GO:0005524,GO:0016301,GO:0001906"	P-loop containing nucleoside triphosphate hydrolases superfamily protein	expressed protein
bradi1g14350.1|pacid:21816922	-1.577008757	53.90985266	0.405939976	-3.884832362	0.000102401	0.000705966	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi1g14425.1|pacid:21820160	1.409121569	12.28984864	0.364938451	3.861258149	0.000112805	0.000767772	GO:0008270	RING/U-box superfamily protein	"zinc finger protein-related, putative, expressed"
bradi1g14460.1|pacid:21815614	-1.197149527	10.78281544	0.458303607	-2.612132018	0.00899795	0.030673841	GO:0005515	Transducin/WD40 repeat-like superfamily protein	"WD-40 repeat family protein, putative, expressed"
bradi1g14537.1|pacid:21823254	1.332212756	2.930463808	0.543731388	2.450130315	0.014280452	0.044388593	"GO:0003697,GO:0005524,GO:0006281,GO:0009432"	recA DNA recombination family protein	"plant protein of unknown function domain containing protein, expressed"
bradi1g14560.1|pacid:21821693	1.135320514	39.29558569	0.247320326	4.590486084	4.42E-06	4.40E-05	"GO:0003677,GO:0006355"	AP2/B3-like transcriptional factor family protein	"B3 DNA binding domain containing protein, expressed"
bradi1g14740.1|pacid:21818421	2.149287673	4.044084711	0.516906789	4.157979191	3.21E-05	0.000253698	GO:0004867	Serine protease inhibitor (SERPIN) family protein	"serpin domain containing protein, putative, expressed"
bradi1g14760.1|pacid:21815300	1.872956383	70.92865226	0.239910722	7.806889033	5.86E-15	2.52E-13		Tetratricopeptide repeat (TPR)-like superfamily protein	"pentatricopeptide, putative, expressed"
bradi1g14810.1|pacid:21815935	1.379333409	53.78047211	0.209086943	6.596937085	4.20E-11	1.06E-09		zinc finger protein 7	"ZOS3-14 - C2H2 zinc finger protein, expressed"
bradi1g14840.1|pacid:21816864	-1.937655975	6.223321001	0.46389832	-4.176898018	2.96E-05	0.000236529	"GO:0005215,GO:0006810,GO:0016020"	NRAMP metal ion transporter 2	"natural resistance-associated macrophage protein, putative, expressed"
bradi1g14900.1|pacid:21819418	-1.674464727	157.7017006	0.461270371	-3.630115509	0.000283294	0.001703737	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 81, subfamily D, polypeptide 5"	"cytochrome P450, putative, expressed"
bradi1g14983.1|pacid:21820301	1.160844582	311.2476089	0.207756089	5.587535777	2.30E-08	3.71E-07	"GO:0008889,GO:0006071"	PLC-like phosphodiesterases superfamily protein	"glycerophosphoryl diester phosphodiesterase family protein, putative, expressed"
bradi1g15050.1|pacid:21817022	-1.767204051	592.77955	0.203315135	-8.691945389	3.56E-18	2.31E-16	"GO:0008466,GO:0016758,GO:0007047,GO:0030244,GO:0005618,GO:0030054"	reversibly glycosylated polypeptide 2	"alpha-1,4-glucan-protein synthase, putative, expressed"
bradi1g15120.1|pacid:21817451	-1.220914732	103.5377573	0.147680883	-8.267249684	1.37E-16	7.08E-15	"GO:0016597,GO:0008152"	ACT domain repeat 4	"ACT domain containing protein, expressed"
bradi1g15190.1|pacid:21816547	2.132053414	60.93004806	0.259756911	8.207879464	2.25E-16	1.14E-14	"GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114"	"cytochrome P450, family 71, subfamily B, polypeptide 36"	"cytochrome P450, putative, expressed"
bradi1g15310.1|pacid:21821158	1.975657492	2.078018301	0.584883846	3.377862984	0.000730515	0.003825656		FRIGIDA-like protein	"frigida, putative, expressed"
bradi1g15377.1|pacid:21823475	1.136403721	423.2184399	0.220902154	5.144375928	2.68E-07	3.50E-06			"metal ion binding protein, putative, expressed"
bradi1g15430.2|pacid:21817142	1.925839039	1530.125133	0.235817942	8.166634923	3.17E-16	1.58E-14		Wound-responsive family protein	"DNA-binding protein DSP1, putative, expressed"
bradi1g15507.1|pacid:21821678	1.313839967	35.2867194	0.240778168	5.456640772	4.85E-08	7.29E-07	"GO:0005542,GO:0016740,GO:0008152"	transferases;folic acid binding	"folic acid binding protein, putative, expressed"
bradi1g15547.1|pacid:21819326	-3.155357714	54.65329983	0.478668628	-6.591945937	4.34E-11	1.09E-09	"GO:0016788,GO:0006629"	GDSL-like Lipase/Acylhydrolase superfamily protein	"GDSL-like lipase/acylhydrolase, putative, expressed"
bradi1g15627.1|pacid:21820099	3.714372191	17.19832394	0.43661656	8.507172047	1.78E-17	1.03E-15		RING/U-box superfamily protein	"RNA recognition motif containing protein, putative, expressed"
bradi1g15640.1|pacid:21815525	-1.776613822	9.131034915	0.35296279	-5.033430922	4.82E-07	5.92E-06			expressed protein
bradi1g15680.1|pacid:21823095	-1.51440348	1218.956694	0.416676827	-3.634479725	0.000278542	0.001678225	"GO:0015238,GO:0015297,GO:0006855,GO:0055085,GO:0016020"	MATE efflux family protein	"MATE efflux family protein, putative, expressed"
bradi1g15830.1|pacid:21820283	-1.184874822	1131.882551	0.252992262	-4.683442924	2.82E-06	2.94E-05		Protein of unknown function (DUF1230)	"DUF1230 domain containing protein, expressed"
bradi1g15890.1|pacid:21821190	1.261286679	20.76061685	0.351548185	3.587805978	0.000333472	0.001960702		"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"	expressed protein
bradi1g15910.2|pacid:21815795	-1.003660445	47.07369061	0.409389008	-2.451605745	0.014222039	0.044262789		Uncharacterized conserved protein (DUF2215)	"proline-rich family protein, putative, expressed"
bradi1g16010.1|pacid:21819502	-2.368959832	2.074011942	0.585804644	-4.043941709	5.26E-05	0.000392478		salt tolerance zinc finger	"ZOS3-12 - C2H2 zinc finger protein, expressed"
bradi1g16180.1|pacid:21822704	-1.253796566	23.94838722	0.259254565	-4.836160032	1.32E-06	1.48E-05		EID1-like 2	"circadian clock coupling factor-related, putative, expressed"
bradi1g16470.1|pacid:21819018	-2.083148077	267.852826	0.282274751	-7.379859755	1.58E-13	5.70E-12		Kinase interacting (KIP1-like) family protein	"KIP1, putative, expressed"
bradi1g16480.1|pacid:21818811	-2.445569104	169.927936	0.194895401	-12.54811087	4.07E-36	9.80E-34	"GO:0004672,GO:0005524,GO:0006468"	Protein kinase superfamily protein	"protein kinase APK1B, chloroplast precursor, putative, expressed"
bradi1g16517.1|pacid:21815655	-1.443035214	63.10873607	0.241111665	-5.984924926	2.16E-09	4.22E-08	"GO:0004664,GO:0009094,GO:0016597,GO:0008152"	arogenate dehydratase 2	"P-protein, putative, expressed"
bradi1g16580.1|pacid:21815112	-1.3757154	1207.963638	0.291692348	-4.716323236	2.40E-06	2.54E-05	"GO:0006629,GO:0016717,GO:0055114,GO:0016491"	fatty acid desaturase 8	"omega-3 fatty acid desaturase, chloroplast precursor, putative, expressed"
bradi1g16630.1|pacid:21816568	-1.847068523	29.0339895	0.509558989	-3.624837483	0.000289143	0.001731526	GO:0003824	Protein phosphatase 2C family protein	"protein phosphatase 2C, putative, expressed"
bradi1g16670.2|pacid:21815184	-1.423006693	154.029682	0.209516804	-6.791849934	1.11E-11	3.09E-10	"GO:0004672,GO:0005524,GO:0006468"	Leucine-rich repeat protein kinase family protein	"MRH1, putative, expressed"
bradi1g16710.1|pacid:21823010	-1.371941034	19.77631482	0.391723052	-3.502323969	0.000461218	0.002586965	"GO:0006952,GO:0009607"	Polyketide cyclase/dehydrase and lipid transport superfamily protein	"cyclase/dehydrase family protein, putative, expressed"
bradi1g17120.1|pacid:21818810	-1.659631406	15.95409732	0.333278616	-4.979711642	6.37E-07	7.64E-06			
bradi1g17200.1|pacid:21822259	1.985614505	107.9372662	0.32232905	6.160209592	7.26E-10	1.53E-08	GO:0016757	galactinol synthase 2	"glycosyl transferase 8 domain containing protein, putative, expressed"
bradi1g17290.1|pacid:21819314	-1.542864174	13.87470342	0.381191016	-4.047483045	5.18E-05	0.000387596		VQ motif-containing protein	"VQ domain containing protein, putative, expressed"
bradi1g17300.1|pacid:21815965	1.025732969	10.31599513	0.383812062	2.672487579	0.007529116	0.026584919			expressed protein
bradi1g17380.1|pacid:21820883	-1.598605246	3.307283789	0.571776067	-2.795858971	0.005176198	0.019501394	GO:0016787	alpha/beta-Hydrolases superfamily protein	"hydrolase, alpha/beta fold family domain containing protein, expressed"
bradi1g17430.1|pacid:21816776	4.742859668	63.22511462	0.322319424	14.71478077	5.18E-49	2.84E-46	"GO:0045454,GO:0015035,GO:0009055,GO:0006662"	atypical CYS  HIS rich thioredoxin 4	"thioredoxin, putative, expressed"
bradi1g17440.1|pacid:21815921	-1.276010907	5.835806304	0.444627904	-2.869839915	0.004106797	0.016208748	"GO:0003677,GO:0006355"	Arabidopsis NAC domain containing protein 87	"no apical meristem protein, putative, expressed"
bradi1g17510.1|pacid:21820230	1.936412428	199.3423692	0.169369139	11.43308896	2.86E-30	4.95E-28	"GO:0003676,GO:0008270"	Zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein	"RNA-binding zinc finger protein, putative, expressed"
